ASAP_molecule_ID,ASAP_batch_ID,ASAP_VCID,vendor_catalog_ID,vendor_batch_ID,vendor,parent_CXSMILES,salt_name,salt_ratio,MAC1_IC50_GMean_MOD,MAC1_IC50_GMean_NUM (µM),MAC1_IC50_GMean_STDDEV (×/÷),MAC1_IC50_GMean_COUNT
ASAP-0000636,ASAP-0000636-001,ASAP-VC-3469,Z7701439586,H4288269,Enamine,COCC1=NOC(CNC2=CC=C([C@@H](CC(=O)O)NC(=O)C3=CNC4=NC=NC=C34)C=C2)=C1 |&1:13|,,,>,99.5,1.0,2
ASAP-0000632,ASAP-0000632-001,ASAP-VC-2749,Z7630046699,H4271425,Enamine,CC1=NC=C(CCNC(=O)C2=CSC3=C(NC(=O)NC4CC4)N=CN=C23)S1,,,>,99.5,,1
ASAP-0000635,ASAP-0000635-001,ASAP-VC-2862,Z7691995181,H4289229,Enamine,CC1=C(C)C2=C(NC(=O)C3=CC=C(S(C)(=O)=O)N=C3)N=CN=C2N1,,,>,99.5,,1
ASAP-0000660,ASAP-0000660-001,ASAP-VC-3515,Z4382826131,H4271794,Enamine,CC1=C(C)C2=C(NC(=O)[C@@H]3CCCC4=NC=CC=C43)N=CN=C2N1 |&1:9|,,,>,99.5,1.0,2
ASAP-0000663,ASAP-0000663-001,ASAP-VC-3532,Z1603313780,H4290525,Enamine,O=C(O)C[C@@H](NC(=O)C1=CC=CC2=C1NC=C2)C1=CC=C(Br)C=C1 |&1:4|,,,>,99.5,1.0,2
ASAP-0000667,ASAP-0000667-001,ASAP-VC-2947,Z7720157184,H4299813,Enamine,CN1C=C([C@@H](NC(=O)C2=CNC3=C(NC(=O)NC4CC4)C=CC=C23)C2CCC2)C=N1 |&1:4|,,,>,99.5,,1
ASAP-0000668,ASAP-0000668-001,ASAP-VC-3529,Z7691912481,H4298845,Enamine,O=C(N[C@@H](CC1=CC=C(Br)C=C1)C(=O)O)C1=NC=NC2=C1C=CN2 |&1:3|,,,>,99.5,1.0,2
ASAP-0000670,ASAP-0000670-001,ASAP-VC-3527,Z7691912375,H4284596,Enamine,O=C(O)C[C@@H](NC(=O)C1=CN=C2NC=CC2=C1)C1=CC=C(Br)C=C1 |&1:4|,,,>,99.5,1.0,2
ASAP-0000671,ASAP-0000671-001,ASAP-VC-2858,Z7691995184,H4291645,Enamine,CC(=O)NC1=CC=C(C(=O)NC2=NC=NC3=C2C(C)=C(C)N3)C=C1Cl,,,>,99.5,1.0,2
ASAP-0000673,ASAP-0000673-001,ASAP-VC-3525,Z95833714,H4305135,Enamine,CC(C)[C@@H](NC(=O)C1=CC=NC2=CC=CC=C12)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000664,ASAP-0000664-001,ASAP-VC-2853,Z1647887628,H4295625,Enamine,CC1=C(C)C2=C(NC(=O)C3=CC=CN=C3)N=CN=C2N1,,,>,99.5,1.0,2
ASAP-0000672,ASAP-0000672-001,ASAP-VC-3526,Z7358231578,H4302217,Enamine,O=C(NCSC[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C(=O)O)C1=CC=CC=C1 |&1:6|,,,>,99.5,,1
ASAP-0000674,ASAP-0000674-001,ASAP-VC-2949,Z7720157192,H4305136,Enamine,CC(C)[C@@H](NC(=O)C1=CNC2=C(NC(=O)NC3CC3)C=CC=C12)C(F)F |&1:3|,,,>,99.5,,1
ASAP-0000675,ASAP-0000675-001,ASAP-VC-3524,Z90604368,H4305139,Enamine,CC(C)[C@@H](NCC1=CC=C(N2C=CN=C2)C=C1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000676,ASAP-0000676-001,ASAP-VC-2852,Z7662422770,H4295769,Enamine,CC1=C(C)C2=C(NC(=O)C3=CC=NN=C3)N=CN=C2N1,,,>,99.5,1.0,2
ASAP-0000678,ASAP-0000678-001,ASAP-VC-3522,Z7691912823,H4307229,Enamine,NS(=O)(=O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:5|,,,>,99.5,1.0,2
ASAP-0000679,ASAP-0000679-001,ASAP-VC-2950,Z7720157197,H4307228,Enamine,CC(C)[C@@H](CO)NC(=O)C1=CNC2=C(NC(=O)NC3CC3)C=CC=C12 |&1:3|,,,>,99.5,,1
ASAP-0000681,ASAP-0000681-001,ASAP-VC-3521,Z94829593,H4313761,Enamine,CC1=NN=C(N[C@@H](C2=CC=C3OCCOC3=C2)C(C)C)C2=CC=CC=C12 |&1:6|,,,>,99.5,,1
ASAP-0000683,ASAP-0000683-001,ASAP-VC-3520,Z1076777644,H4313759,Enamine,CC(C)[C@@H](NCC1=NC=CN1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000686,ASAP-0000686-001,ASAP-VC-3514,Z2672808404,H4271793,Enamine,CC1=C(C)C2=C(NC(=O)[C@@H]3CC4=CC=CC=C4CO3)N=CN=C2N1 |&1:9|,,,>,99.5,1.0,2
ASAP-0000680,ASAP-0000680-001,ASAP-VC-2886,Z7691942141,H4313228,Enamine,O=C(NC1=CC=C(C(=O)NC2=C(C(=O)O)SC3=NC=CC=C23)C=C1)NC1CC1,,,>,99.5,,1
ASAP-0000682,ASAP-0000682-001,ASAP-VC-2889,Z7691942164,H4289844,Enamine,CN1C(C(=O)O)=C(NC(=O)C2=CC=C(NC(=O)NC3CC3)C=C2)C2=CC=CC=C21,,,>,99.5,,1
ASAP-0000692,ASAP-0000692-001,ASAP-VC-3655,Z5398443179,H4285929,Enamine,COC(=O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:5|,,,>,99.5,,1
ASAP-0000695,ASAP-0000695-001,ASAP-VC-3654,Z1134138023,H4316985,Enamine,CC(C)[C@@H](NC1=NC(C(F)F)=NC2=CC=CC=C12)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000696,ASAP-0000696-001,ASAP-VC-3653,Z162700812,H4313218,Enamine,CC(C)[C@@H](NCC1=CC=C(N2C=CC=N2)C=C1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000698,ASAP-0000698-001,ASAP-VC-3651,Z7773459261,H4313220,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2C)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000700,ASAP-0000700-001,ASAP-VC-2857,Z1592198969,H4295767,Enamine,CC1=C(C)C2=C(NC(=O)C3=CC=C(C(F)(F)F)N=C3)N=CN=C2N1,,,>,99.5,,1
ASAP-0000701,ASAP-0000701-001,ASAP-VC-2876,Z1680010600,H4305663,Enamine,CC1=C(C)C2=C(NC(=O)C3=CN=CN=C3)N=CN=C2N1,,,>,99.5,,1
ASAP-0000703,ASAP-0000703-001,ASAP-VC-2893,Z7691942193,H4325404,Enamine,O=C(NC1=CC=C(C(=O)NC2=C(C(=O)O)NC3=CC=CC=C23)C=C1)NC1CC1,,,>,99.5,1.0,2
ASAP-0000704,ASAP-0000704-001,ASAP-VC-3650,Z1502693112,H4320870,Enamine,CC(C)[C@@H](NC1=NC=NC2=NC=CC=C12)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000706,ASAP-0000706-001,ASAP-VC-3224,Z7801268751,H4329778,Enamine,CCOC(=O)C1=C(NC2=CC(C)=CC(C)=C2)OCC1=O,,,>,99.5,,1
ASAP-0000705,ASAP-0000705-001,ASAP-VC-3649,Z1070946542,H4320434,Enamine,CC(C)[C@@H](NCC1=CC=CC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000694,ASAP-0000694-001,ASAP-VC-2868,Z2044175703,H4298733,Enamine,CC1=C(C)C2=C(NC(=O)C3=CN=CC(Cl)=N3)N=CN=C2N1,,,>,99.5,,1
ASAP-0000702,ASAP-0000702-001,ASAP-VC-2951,Z7720157203,H4320869,Enamine,O=C(NC1=C2NC=C(C(=O)N[C@@H](CO)C3=CC=C4OCCOC4=C3)C2=CC=C1)NC1CC1 |&1:11|,,,>,99.5,,1
ASAP-0000699,ASAP-0000699-001,ASAP-VC-3144,Z3481543882,H4313219,Enamine,C1=NC2=C(C=CN2)C(C2=CC=C3OCOC3=C2)=N1,,,>,99.5,,1
ASAP-0000707,ASAP-0000707-001,ASAP-VC-3648,Z7773459263,H4328205,Enamine,C1=NC2=C(C=CN2)C(N2CCC[C@@H](NC3=CC=C4OCCOC4=C3)C2)=N1 |&1:12|,,,>,99.5,,1
ASAP-0000708,ASAP-0000708-001,ASAP-VC-2846,Z7691914045,H4325427,Enamine,CC1=C(C)C2=C(C(=O)NC3=CC=NC(Cl)=C3)N=CN=C2N1,,,>,99.5,,1
ASAP-0000739,ASAP-0000739-001,ASAP-VC-3696,Z228953620,T6232537,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=NN2C)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,1.0,2
ASAP-0000740,ASAP-0000740-001,ASAP-VC-3695,Z90984294,T6341300,Enamine,CC(C)[C@@H](NC(=O)C1=CC=CC=N1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000742,ASAP-0000742-001,ASAP-VC-3694,Z751564926,T6839249,Enamine,CN1N=CC2=C(N[C@@H](C3=CC=C4OCCOC4=C3)C3CC3)N=CN=C21 |&1:7|,,,>,99.5,1.0,2
ASAP-0000743,ASAP-0000743-001,ASAP-VC-3693,Z752537066,T8358086,Enamine,CC1=C2C=C(C(=O)N[C@@H](C3=CC=C4OCCOC4=C3)C(C)C)C=NC2=NN1 |&1:8|,,,>,99.5,,1
ASAP-0000745,ASAP-0000745-001,ASAP-VC-3691,Z1039092950,H3600844,Enamine,COC1=CC=C([C@@H]2CCN(C3=NC=NC4=C3C=CN4)C2)C=C1 |&1:6|,,,>,99.5,,1
ASAP-0000750,ASAP-0000750-001,ASAP-VC-2890,Z7691942175,H4330048,Enamine,CC1=CC=C2C(NC(=O)C3=CC=C(NC(=O)NC4CC4)C=C3)=C(C(=O)O)SC2=N1,,,>,99.5,,1
ASAP-0000753,ASAP-0000753-001,ASAP-VC-2892,Z7691942180,H4330047,Enamine,CN1C(C(=O)O)=C(NC(=O)C2=CC=C(NC(=O)NC3CC3)C=C2)C2=CC=CN=C21,,,>,99.5,1.0,2
ASAP-0000744,ASAP-0000744-001,ASAP-VC-3692,Z764009974,T7655423,Enamine,CC(C)[C@@H](NC(=O)C1=CC=NC(N2C=CN=C2)=C1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000741,ASAP-0000741-001,ASAP-VC-2875,Z1647880027,T7946740,Enamine,CC1=C(C)C2=C(NC(=O)C3=CC=NC=C3)N=CN=C2N1,,,>,99.5,1.0,2
ASAP-0000749,ASAP-0000749-001,ASAP-VC-2863,Z7691995167,H4320073,Enamine,CC1=NC=C(C(=O)NC2=C3C(C)=C(C)NC3=NC=N2)C=N1,,,>,99.5,,1
ASAP-0000746,ASAP-0000746-001,ASAP-VC-3690,Z1039064518,H1677479,Enamine,C[C@@H]1OC2=CC=C(NC3=NC=NC4=C3C=CN4)C=C2NC1=O |&1:1|,,,>,99.5,,1
ASAP-0000754,ASAP-0000754-001,ASAP-VC-2946,Z7720157178,H4328206,Enamine,O=C(NC1=C2NC=C(C(=O)NC3=CC4=C(C=C3CO)OCCO4)C2=CC=C1)NC1CC1,,,>,99.5,,1
ASAP-0000755,ASAP-0000755-001,ASAP-VC-3166,Z1039058270,H4333455,Enamine,C1=NC2=C(C=CN2)C(NC2=CC=C3OCOC3=C2)=N1,,,>,99.5,1.0,2
ASAP-0000756,ASAP-0000756-001,ASAP-VC-3686,Z1578950540,H4332360,Enamine,"CC(C)[C@@H]1C[C@@H](NC2=NC=NC3=C2C=CN3)CCO1 |&1:3,&2:5|",,,>,99.5,1.0,2
ASAP-0000759,ASAP-0000759-001,ASAP-VC-3685,Z7864948818,H4337792,Enamine,N#CC[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:3|,,,>,99.5,,1
ASAP-0000761,ASAP-0000761-001,ASAP-VC-3684,Z751564964,H4336212,Enamine,C1=CC=C2C(N[C@@H](C3=CC=C4OCCOC4=C3)C3CC3)=NC=NC2=C1 |&1:6|,,,>,99.5,1.0,2
ASAP-0000764,ASAP-0000764-001,ASAP-VC-2898,Z7691942244,H4340784,Enamine,CC(C)CC1=CC=C2C(NC(=O)C3=CC=C(NC(=O)NC4CC4)C=C3)=C(C(=O)O)SC2=N1,,,>,99.5,,1
ASAP-0000757,ASAP-0000757-001,ASAP-VC-3130,Z991897962,H4334017,Enamine,COC1=CC=C(NC2=NC=NC3=C2C=CN3)C=C1OC,,,>,99.5,,1
ASAP-0000762,ASAP-0000762-001,ASAP-VC-3683,Z1039063194,H4336211,Enamine,C1=CC=C2C(=C1)OCC[C@@H]2NC1=NC=NC2=C1C=CN2 |&1:9|,,,>,99.5,1.0,2
ASAP-0000777,ASAP-0000777-001,ASAP-VC-2887,Z7691942154,H4351102,Enamine,O=C(NC1=CC=C(C(=O)NC2=C(C(=O)O)SC3=CC=NC=C23)C=C1)NC1CC1,,,>,99.5,,1
ASAP-0000782,ASAP-0000782-001,ASAP-VC-2945,Z7720157173,H4346044,Enamine,O=C(NC1=CC=CC2=C1NC=C2C(=O)NC1=CC2=C(C=C1C(=O)O)OCCO2)NC1CC1,,,>,99.5,,1
ASAP-0000788,ASAP-0000788-001,ASAP-VC-2897,Z7691942235,H4346051,Enamine,O=C(NC1=CC=C(C(=O)NC2=C(C(=O)O)OC3=CC(Br)=CC=C23)C=C1)NC1CC1,,,>,99.5,,1
ASAP-0000790,ASAP-0000790-001,ASAP-VC-2860,Z1647878585,H4336209,Enamine,CC1=C(C)C2=C(NC(=O)C3=CC=C(N4C=CC=C4)N=C3)N=CN=C2N1,,,>,99.5,,1
ASAP-0000781,ASAP-0000781-001,ASAP-VC-2870,Z7691917310,H4339621,Enamine,CC1=C(C)C2=C(NC(=O)C3=CC=C(NC(=O)NC4CC4)N=C3)NC=NC2=N1,,,>,99.5,,1
ASAP-0000786,ASAP-0000786-001,ASAP-VC-3741,Z7933235553,H4344881,Enamine,"O=C(O)C[C@@H](NC(=O)C1=CNC2=NC=NC=C12)C1=CC=C(NCC2=NO[C@@H]3COC[C@H]23)C=C1 |&1:4,&2:26,30|",,,>,99.5,,1
ASAP-0000783,ASAP-0000783-001,ASAP-VC-3744,Z7691912476,H4348281,Enamine,NC(=O)[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:3|,,,>,99.5,,1
ASAP-0000867,ASAP-0000867-001,ASAP-VC-3861,Z3016108157,H4353593,Enamine,"C[C@@H](NC1=NC=NC2=C1C=CN2)[C@@H]1CCS(=O)(=O)C1 |&1:1,&2:12|",,,>,99.5,1.0,2
ASAP-0000868,ASAP-0000868-001,ASAP-VC-3860,Z7773459260,H4353595,Enamine,COC1=CC=C([C@@H](NC2=NC=NC3=C2C=CN3)C(C)C)C=C1OC |&1:6|,,,>,99.5,1.0,2
ASAP-0000869,ASAP-0000869-001,ASAP-VC-3663,Z7983220421,H4358754,Enamine,O=C(O)C[C@@H](NC(=O)C1=CC=C(NC(=O)NC2CC2)C=C1)C1CCOCC1 |&1:4|,,,>,99.5,,1
ASAP-0000875,ASAP-0000875-001,ASAP-VC-3858,Z1607239962,H4370918,Enamine,"C[C@@H](NC1=NC=NC2=C1C=CN2)[C@@H]1CCCCO1 |&1:1,&2:12|",,,>,99.5,1.0,2
ASAP-0000880,ASAP-0000880-001,ASAP-VC-3854,Z7691912819,H4368710,Enamine,N=C(N)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:4|,,,>,99.5,,1
ASAP-0000884,ASAP-0000884-001,ASAP-VC-3851,Z8028797084,H4325288,Enamine,"CC(C)[C@@H]1C[C@@H](NC2=NC=NC3=C2C=CN3)CCO1 |&1:3,5|",,,>,99.5,,1
ASAP-0008262,ASAP-0008262-001,ASAP-VC-3899,Z2890086389,H4371823,Enamine,"C1=NC(N[C@@H](C2CC2)[C@@H]2CCCOC2)=C2C=CNC2=N1 |&1:4,&2:8|",,,>,99.5,1.0,2
ASAP-0000877,ASAP-0000877-001,ASAP-VC-3857,Z1272516016,H4371301,Enamine,"C[C@@H](NC1=NC=NC2=C1C=CN2)[C@@H]1CCOC1 |&1:1,&2:12|",,,>,99.5,1.0,2
ASAP-0008243,ASAP-0008243-001,ASAP-VC-3900,Z5385033314,H3571691,Enamine,CC(C)[C@@H](NC1=NC=C2CCCCC2=N1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0000882,ASAP-0000882-001,ASAP-VC-3853,Z7976279633,H4332360,Enamine,"CC(C)[C@@H]1C[C@H](NC2=C3C=CN=C3N=CN2)CCO1 |&1:3,5|",,,>,99.5,,1
ASAP-0000879,ASAP-0000879-001,ASAP-VC-3855,Z7691912816,H4365613,Enamine,CNC(=N)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:5|,,,>,99.5,,1
ASAP-0008278,ASAP-0008278-001,ASAP-VC-3843,Z7934394426,H4334280,Enamine,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |o1:3|,,,>,99.5,,1
ASAP-0008286,ASAP-0008286-001,ASAP-VC-4292,Z8143633629,H4405595,Enamine,C1=NC(N2CCC[C@@H]2C2=CC=C3OCCOC3=C2)=C2C=CNC2=N1 |&1:7|,trifluoroacetic acid,1.0,>,99.5,1.0,2
ASAP-0008290,ASAP-0008290-001,ASAP-VC-3620,Z7983218171,H4407299,Enamine,COCC1=NOC(C)=C1C1=CC2=C(N[C@@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |&1:14|,,,>,99.5,1.0,2
ASAP-0008295,ASAP-0008295-001,ASAP-VC-3631,Z7983219665,H4412857,Enamine,CC(C)[C@@H](NC1=NC=NC2=C1C=CN2)C1=CN=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0008291,ASAP-0008291-001,ASAP-VC-3767,Z8082645121,H4405469,Enamine,COC1=CC=C(CN(C2=NC=NC3=C2C=CN3)C(C)C)C=C1OC,,,>,99.5,,1
ASAP-0008299,ASAP-0008299-001,ASAP-VC-4293,Z7983188828,H4408717,Enamine,COC1=CC=C([C@@H](CC(=O)O)NC(=O)C2=CC3=CC=CC(NC(=O)NC4CC4)=C3N2)C=C1 |&1:6|,,,>,99.5,,1
ASAP-0008293,ASAP-0008293-001,ASAP-VC-3671,Z7983220723,H4407791,Enamine,COC(=O)C1=CNC(C2=CC(N[C@@H](C3=CC=C4OCCOC4=C3)C(C)C)=NC=N2)=C1 |&1:12|,,,>,99.5,,1
ASAP-0008301,ASAP-0008301-001,ASAP-VC-4433,Z1416565612,H3720213,Enamine,CC1=NN(CC(C)C)C(Cl)=C1[C@@H]1CCCN1C1=NC=NC2=C1C=CN2 |&1:11|,,,>,99.5,,1
ASAP-0008305,ASAP-0008305-001,ASAP-VC-4432,Z8178987009,H4420234,Enamine,"C1=NC(N[C@@H](C2=CC=C3OCCOC3=C2)[C@@H]2CCN2)=C2C=CNC2=N1 |&1:4,&2:15|",hydrogen chloride,1.0,>,99.5,,1
ASAP-0008309,ASAP-0008309-001,ASAP-VC-3670,Z7983220720,H4429498,Enamine,CC(C)[C@@H](NC1=CC(C2=NNC=C2)=NC=N1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0008310,ASAP-0008310-001,ASAP-VC-3613,Z7983188833,H4429501,Enamine,CC(C)[C@@H](NC1=CC=C(NC(=O)NC2CC2)C=C1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0008319,ASAP-0008319-001,ASAP-VC-4473,Z3995728646,H4436451,Enamine,"O=C(O)[C@@H]1C[C@@H]2OCC[C@@H]2N1C1=NC=NC2=C1C=CN2 |&1:3,5,9|",,,>,99.5,,1
ASAP-0008322,ASAP-0008322-001,ASAP-VC-3877,Z3690049815,H4438829,Enamine,CO[C@@H]1C[C@@H](C(=O)O)N(C2=NC=NC3=C2C=CN3)C1,,,>,99.5,,1
ASAP-0008323,ASAP-0008323-001,ASAP-VC-3669,Z7983220718,H4442766,Enamine,CC(C)[C@@H](NC1=CC(C2=CNC=N2)=NC=N1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0008325,ASAP-0008325-001,ASAP-VC-4139,Z3182867322,H4439899,Enamine,O=C(O)[C@@H](NC1=NC=NC2=C1C=CN2)C1CC(F)(F)C1 |&1:3|,,,>,99.5,,1
ASAP-0008328,ASAP-0008328-001,ASAP-VC-4471,Z2358614482,H4439880,Enamine,CC(C)[C@@H](NC1=CN=C(C(=O)O)C=N1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1
ASAP-0008321,ASAP-0008321-001,ASAP-VC-4472,Z8157134373,H4438411,Enamine,"O=C(O)[C@@H]1[C@@H](C2=CC=CC=C2)CCN1C1=NC=NC2=C1C=CN2 |&1:3,&2:4|",,,>,99.5,,1
ASAP-0008326,ASAP-0008326-001,ASAP-VC-4118,Z8206575523,H4447113,Enamine,CC1=NC(N[C@@H](C2=CC=C3OCCOC3=C2)C(C)C)=C2C=CNC2=N1 |&1:5|,,,>,99.5,,1
ASAP-0000090,ASAP-0000090-001,ASAP-VC-1436,Z4662417332,H4069303,Enamine,"CC1=C(C)C2=C(N=CN=C2NC(=O)[C@@H]2CCO[C@@H]2C)N1 |&1:13,17|",,,>,99.5,,1
ASAP-0000134,ASAP-0000134-001,ASAP-VC-1351,Z3554619213,H3642120,Enamine,O=C(NCC1=NN2CCCCC2=C1)C1=CC2=CN=CN=C2N1,,,>,99.5,,1
ASAP-0000191,ASAP-0000191-001,ASAP-VC-1116,Z3225722911,H4085842,Enamine,O=C(C1=CC(Br)=CC=C1)N1CCC(C2=CC3=C(C(=O)N4CCCCC4)C=NN3C=C2)CC1,,,>,99.5,,1
ASAP-0000193,ASAP-0000193-001,ASAP-VC-1336,Z6660380941,H4066890,Enamine,O=C(OCC1=NC(Cl)=CC=C1)C1=NC=NC2=C1C=CN2,,,>,99.5,,1
ASAP-0000197,ASAP-0000197-001,ASAP-VC-1344,Z6660380976,H4101446,Enamine,OC[C@@H](NC1=NC=NC2=C1C=C(I)N2)C1=CC=CC=C1,,,>,99.5,,1
ASAP-0000203,ASAP-0000203-001,ASAP-VC-1341,Z3765895075,H4080209,Enamine,CC1=CC=C(C2=NNC=C2CNC2=CN=C3NN=CC3=C2)O1,,,>,99.5,,1
ASAP-0000196,ASAP-0000196-001,ASAP-VC-1343,Z1039067948,H4095400,Enamine,C1=NC=CC(C2=NN=C(SC3=NC=NC4=C3C=CN4)N2)=C1,,,>,99.5,,1
ASAP-0000201,ASAP-0000201-001,ASAP-VC-1446,Z1647890494,H3339620,Enamine,"CC[C@@H]1C[C@@H](C(=O)NC2=NC=NC3=C2C(C)=C(C)N3)CCO1 |&1:2,&2:4|",,,>,99.5,,1
ASAP-0000016,ASAP-0000016-001,ASAP-VC-1322,Z4002438000,H1866645,Enamine,O=C(NC1=CN=C2NN=CC2=C1)C1CCN(C2=NN3C=NN=C3C=C2)CC1,,,>,99.5,,1
ASAP-0000063,ASAP-0000063-001,ASAP-VC-1361,Z1652315122,H2903381,Enamine,BrC1=CC=C(N2N=NN=C2SC2=NC=NC3=C2C=CN3)C=C1,,,>,99.5,,1
ASAP-0000064,ASAP-0000064-001,ASAP-VC-1332,Z991906304,H2790089,Enamine,C1=CC=C(C2=NOC(CNC3=NC=NC4=C3C=CN4)=C2)C=C1,,,>,99.5,,1
ASAP-0000072,ASAP-0000072-001,ASAP-VC-1586,Z2656158225,H0618036,Enamine,O=C(O)[C@H]1CCCCCN1C(=O)C1=NC=NC2=C1C=CN2 |&1:3|,,,>,99.5,,1
ASAP-0000076,ASAP-0000076-001,ASAP-VC-1587,Z3216015025,H1182110,Enamine,C[C@@H](CO)NC1=NC=NC2=C1C=C(C(=O)OC(C)(C)C)N2 |&1:1|,,,>,99.5,,1
ASAP-0000080,ASAP-0000080-001,ASAP-VC-1323,Z2974823180,H1157292,Enamine,O[C@H]1C[C@](CNC2=NC=NC3=C2C=CN3)(C2=CC=CC=C2)C1,,,>,99.5,,1
ASAP-0000096,ASAP-0000096-001,ASAP-VC-1011,Z1956686041,H4069429,Enamine,CN1N=CC2=C(NCC3=NC=CC=C3O)N=CN=C21,,,>,99.5,,1
ASAP-0000130,ASAP-0000130-001,ASAP-VC-1339,Z2143577334,H3162249,Enamine,NS(=O)(=O)C1=CC=CC=C1CNC1=NC=NC2=C1C=CN2,,,>,99.5,,1
ASAP-0000071,ASAP-0000071-001,ASAP-VC-1021,Z1667539932,H4018586,Enamine,CC(C)OCCNC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N1C,,,>,99.5,,1
ASAP-0000118,ASAP-0000118-001,ASAP-VC-1014,Z4075887231,H4042757,Enamine,CC1=CC(NCC2=CN=C3OCC(=O)NC3=C2)=CN=C1C,,,>,99.5,,1
ASAP-0000075,ASAP-0000075-001,ASAP-VC-1442,Z1039078224,H0886728,Enamine,FC(F)(F)CO[C@@H]1CCCN(C2=NC=NC3=C2C=CN3)C1 |&1:6|,,,>,99.5,,1
ASAP-0000361,ASAP-0000361-001,ASAP-VC-1658,Z7056091707,H4173383,Enamine,CCN(CC1=NN=C(C)O1)C(=O)C1=C2C=C(C3CCN(C(=O)C4=CC=CC=C4)CC3)C=CN2N=C1,,,>,99.5,,1
ASAP-0000624,ASAP-0000624-001,ASAP-VC-2861,Z1647880848,H4283596,Enamine,CC1=C(C)C2=C(NC(=O)CC3=CC=C(Cl)N=C3)N=CN=C2N1,,,>,99.5,,1
ASAP-0000709,ASAP-0000709-001,ASAP-VC-3647,Z7691912821,H4320871,Enamine,CNS(=O)(=O)C[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1 |&1:6|,,,>,99.5,,1
ASAP-0000748,ASAP-0000748-001,ASAP-VC-3689,Z90986505,T6255021,Enamine,CC(C)[C@@H](NC(=O)C1=NN(C2=CC=CC=C2)N=C1)C1=CC=C2OCCOC2=C1 |&1:3|,,,>,99.5,,1